year_week,moodulation_potentional,k0_au2/s,k0_m2/s,V,year,month
2015.37,654,1.35229357798165E-004,3.04266055045872E+018,402,2015,5
2015.45,664,1.50753012048193E-004,3.39194277108434E+018,455,2015,6
2015.54,628,1.47834394904459E-004,3.32627388535032E+018,422,2015,7
2015.62,622,1.59871382636656E-004,3.59710610932476E+018,452,2015,8
2015.70,623,1.60674157303371E-004,3.61516853932584E+018,455,2015,9
2015.79,612,1.56732026143791E-004,3.52647058823529E+018,436,2015,10
2015.87,603,1.57247097844113E-004,3.53805970149254E+018,431,2015,11
2015.95,590,1.76000000000000E-004,3.96000000000000E+018,472,2015,12
2016.04,554,1.69963898916968E-004,3.82418772563177E+018,428,2016,1
2016.12,526,1.68136882129278E-004,3.78307984790875E+018,402,2016,2
2016.20,531,1.82297551789077E-004,4.10169491525424E+018,440,2016,3
2016.29,529,1.69262759924386E-004,3.80841209829868E+018,407,2016,4
2016.37,524,1.93549618320611E-004,4.35486641221374E+018,461,2016,5
2016.45,525,1.89409523809524E-004,4.26171428571429E+018,452,2016,6
2016.54,537,1.87225325884544E-004,4.21256983240223E+018,457,2016,7
2016.62,519,1.89479768786127E-004,4.26329479768786E+018,447,2016,8
2016.70,518,1.96640926640927E-004,4.42442084942085E+018,463,2016,9
2016.79,497,2.16016096579477E-004,4.86036217303823E+018,488,2016,10
2016.87,482,2.00373443983403E-004,4.50840248962656E+018,439,2016,11
2016.95,483,2.14078674948240E-004,4.81677018633540E+018,470,2016,12
